"barcode1","article-no","clolor","size","week 1","week 2","week 3","week 4","week 5","week 6","week 7","week 8","week 9","week 10","week 11","week 12","week 13","week 14","week 15","week 16","week 17","week 18","week 19","week 20"
"1000788113328","CK2-10640708","Pink","Extra Small","38.0","52.0","24.0","32.0","26.0","19.0","23.0","16.0","22.0","18.0","12.0","9.0","13.0","15.0","9.0","10.0","10.0","8.0","2.0","2.0"
"1000788123327","CK2-10640708","Yellow","Extra Small","34.0","37.0","36.0","42.0","21.0","18.0","16.0","14.0","23.0","11.0","7.0","18.0","7.0","9.0","3.0","7.0","6.0","4.0","2.0","0"
"1000798912201","CK2-70640709","Green","Small","33.0","34.0","24.0","30.0","20.0","31.0","32.0","27.0","15.0","15.0","10.0","8.0","6.0","6.0","0","0","0","1.0","1.0","1.0"
"1000798936207","CK2-70640709","Mustard","Small","35.0","41.0","38.0","31.0","37.0","49.0","54.0","48.0","39.0","45.0","25.0","13.0","12.0","0.0","4.0","7.0","5.0","3.0","1.0","2.0"
"1000798903209","CK2-70640709","White","Small","85.0","76.0","72.0","76.0","40.0","22.0","8.0","8.0","6.0","3.0","0","0","0","0","0","-1.0","1.0","0","0","0"
"1000794102224","CK2-40640711","Brown","Large","57.0","68.0","68.0","43.0","29.0","29.0","7.0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000794122222","CK2-40640711","Camel","Large","77.0","101.0","86.0","80.0","31.0","18.0","3.0","0","0","1.0","0","0","0","1.0","0","0","0","0","0","0"
"1000794109223","CK2-40640711","Cream","Large","111.0","94.0","107.0","87.0","63.0","37.0","3.0","0.0","0","0","0","0","0","1.0","0","0","0","0","0","0"
"1000793110220","CK2-30640712","Navy","Large","337.0","386.0","70.0","7.0","0.0","-3.0","0","0","0","0","0","0","0","0","256.0","290.0","312.0","330.0","289.0","216.0"
"1000793109224","CK2-30640712","Cream","Large","183.0","171.0","145.0","123.0","52.0","3.0","3.0","3.0","0","0","1.0","0","0","0","80.0","96.0","73.0","74.0","14.0","5.0"
"1000793112224","CK2-30640712","Green","Large","224.0","59.0","9.0","0","0","0","0","0","0","0","0","0","0","0","120.0","124.0","119.0","135.0","105.0","103.0"
"1000793302229","CK2-30640713","Brown","Large","18.0","24.0","19.0","13.0","18.0","7.0","16.0","16.0","6.0","4.0","5.0","7.0","3.0","0","3.0","3.0","0","0","18.0","5.0"
"1000793305220","CK2-30640713","Beige","Large","10.0","11.0","9.0","9.0","3.0","8.0","17.0","20.0","7.0","8.0","13.0","9.0","5.0","5.0","1.0","1.0","2.0","4.0","19.0","16.0"
"1000793309228","CK2-30640713","Cream","Large","36.0","34.0","32.0","28.0","19.0","17.0","16.0","17.0","7.0","5.0","5.0","5.0","4.0","3.0","3.0","2.0","1.0","0","6.0","2.0"
"1000794302211","CK2-40640714","Brown","Medium","49.0","27.0","38.0","22.0","46.0","26.0","33.0","31.0","34.0","34.0","24.0","35.0","32.0","13.0","20.0","13.0","7.0","6.0","4.0","2.0"
"1000794323216","CK2-40640714","Yellow","Medium","71.0","64.0","70.0","49.0","46.0","22.0","22.0","6.0","1.0","0","-2.0","0","0","0","0","0","0","0","0","0"
"1000794303218","CK2-40640714","White","Medium","26.0","33.0","33.0","16.0","41.0","18.0","26.0","27.0","15.0","21.0","31.0","15.0","24.0","20.0","13.0","14.0","9.0","10.0","5.0","1.0"
"1000790914227","CK2-20660081","Taupe","Large","216.0","178.0","151.0","40.0","11.0","2.0","0","0","0","0","0","0","0","0","111.0","153.0","152.0","161.0","144.0","119.0"
"1000790909223","CK2-20660081","Cream","Large","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0","0","0","0","0","0"
"1000790903221","CK2-20660081","White","Large","151.0","178.0","146.0","145.0","56.0","7.0","3.0","2.0","0","0.0","0","0","0","0","107.0","139.0","132.0","140.0","154.0","116.0"
"1000790901227","CK2-20660081","Black","Large","173.0","145.0","157.0","150.0","39.0","3.0","0","1.0","0","0","0","0","0","0","99.0","133.0","137.0","137.0","137.0","97.0"
"1000791129217","CK2-20660082","Dark brown","Medium","27.0","23.0","16.0","17.0","17.0","16.0","16.0","15.0","16.0","21.0","14.0","13.0","19.0","14.0","20.0","15.0","5.0","1.0","3.0","2.0"
"1000791100216","CK2-20660082","Tan","Medium","90.0","62.0","65.0","51.0","65.0","66.0","75.0","67.0","43.0","38.0","13.0","10.0","1.0","1.0","1.0","0","0","0","1.0","0"
"1000791109219","CK2-20660082","Cream","Medium","70.0","49.0","44.0","41.0","53.0","33.0","52.0","47.0","39.0","27.0","6.0","7.0","9.0","10.0","3.0","0","1.0","2.0","2.0","0"
"1000793501226","CK2-30660083","Black","Large","63.0","49.0","50.0","41.0","55.0","41.0","54.0","32.0","37.0","29.0","30.0","22.0","25.0","20.0","32.0","21.0","9.0","14.0","7.0","15.0"
"1000793508225","CK2-30660083","Red","Large","121.0","140.0","130.0","39.0","10.0","3.0","0","1.0","0","0","0","0","0","0","0","0","0","0","0","27.0"
"1000793522221","CK2-30660083","Camel","Large","102.0","99.0","102.0","113.0","116.0","86.0","52.0","21.0","3.0","3.0","1.0","0","0","0","0","0","0","0","0","15.0"
"1000799505211","CK2-80660084","Beige","Medium","43.0","21.0","33.0","31.0","19.0","32.0","28.0","20.0","16.0","14.0","17.0","20.0","22.0","35.0","38.0","41.0","39.0","36.0","46.0","38.0"
"1000799517214","CK2-80660084","Orange","Medium","37.0","30.0","23.0","26.0","15.0","33.0","19.0","21.0","11.0","21.0","11.0","16.0","14.0","23.0","31.0","37.0","26.0","30.0","35.0","24.0"
"1000799503217","CK2-80660084","White","Medium","18.0","23.0","23.0","27.0","18.0","16.0","13.0","17.0","17.0","18.0","11.0","13.0","11.0","21.0","21.0","29.0","19.0","20.0","25.0","24.0"
"1000795901222","CK2-50660085","Black","Large","16.0","19.0","12.0","12.0","9.0","18.0","15.0","16.0","9.0","16.0","13.0","4.0","18.0","13.0","22.0","10.0","16.0","10.0","8.0","7.0"
"1000795937221","CK2-50660085","Olive","Large","8.0","9.0","7.0","8.0","10.0","13.0","7.0","9.0","6.0","8.0","8.0","4.0","13.0","14.0","16.0","8.0","8.0","12.0","12.0","5.0"
"1000795909228","CK2-50660085","Cream","Large","13.0","16.0","20.0","23.0","19.0","22.0","9.0","15.0","17.0","11.0","10.0","8.0","15.0","14.0","12.0","13.0","7.0","6.0","6.0","6.0"
"1000799701217","CK2-80660086","Black","Medium","42.0","26.0","17.0","21.0","16.0","18.0","25.0","11.0","14.0","17.0","21.0","15.0","10.0","6.0","7.0","19.0","5.0","5.0","0","1.0"
"1000799755210","CK2-80660086","Brick","Medium","40.0","39.0","56.0","49.0","23.0","24.0","44.0","43.0","31.0","31.0","33.0","43.0","28.0","32.0","36.0","62.0","37.0","11.0","7.0","2.0"
"1000799722212","CK2-80660086","Camel","Medium","62.0","61.0","85.0","66.0","66.0","59.0","61.0","58.0","47.0","18.0","8.0","6.0","1.0","0","0","1.0","0","0","0","0"
"1000796100211","CK2-50660087","Tan","Medium","81.0","61.0","80.0","63.0","39.0","55.0","25.0","22.0","24.0","5.0","1.0","1.0","0","0","0","0","1.0","0","0","0"
"1000796105216","CK2-50660087","Beige","Medium","34.0","26.0","20.0","11.0","22.0","17.0","12.0","8.0","27.0","27.0","15.0","21.0","17.0","11.0","10.0","15.0","8.0","13.0","12.0","34.0"
"1000796301229","CK2-50660088","Black","Large","98.0","73.0","25.0","9.0","7.0","6.0","0","0","0","0","19.0","12.0","2.0","1.0","0","0","0","0","0","0"
"1000796303223","CK2-50660088","White","Large","151.0","164.0","69.0","37.0","16.0","9.0","2.0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000796335224","CK2-50660088","Nude","Large","126.0","99.0","84.0","49.0","10.0","18.0","7.0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000796501216","CK2-50660090","Black","Medium","67.0","79.0","71.0","47.0","43.0","42.0","20.0","12.0","2.0","0","0","1.0","2.0","2.0","0","1.0","0","0","0","0"
"1000796502213","CK2-50660090","Brown","Medium","32.0","31.0","41.0","27.0","22.0","30.0","25.0","26.0","26.0","21.0","21.0","15.0","1.0","4.0","5.0","6.0","11.0","5.0","7.0","6.0"
"1000796505214","CK2-50660090","Beige","Medium","85.0","83.0","70.0","70.0","73.0","79.0","60.0","48.0","12.0","6.0","6.0","2.0","1.0","5.0","4.0","1.0","0","0","0","0"
"1000791336219","CK2-20660091","Mustard","Medium","80.0","82.0","66.0","46.0","55.0","63.0","70.0","42.0","32.0","13.0","8.0","1.0","1.0","0","0","0","0","0","0","0"
"1000791303211","CK2-20660091","White","Medium","57.0","43.0","20.0","28.0","28.0","31.0","42.0","22.0","36.0","17.0","21.0","18.0","17.0","7.0","8.0","12.0","13.0","13.0","8.0","4.0"
"1000791313210","CK2-20660091","Pink","Medium","151.0","98.0","29.0","18.0","5.0","0","-1.0","-1.0","1.0","0","0","0","0","-1.0","0","0","0","-1.0","0","0"
"1000791501228","CK2-20660092","Black","Large","39.0","38.0","39.0","62.0","36.0","51.0","28.0","34.0","35.0","32.0","39.0","20.0","10.0","17.0","6.0","5.0","3.0","3.0","0","1.0"
"1000791535223","CK2-20660092","Nude","Large","50.0","66.0","58.0","45.0","50.0","32.0","17.0","25.0","17.0","8.0","6.0","8.0","0","1.0","3.0","0","0","0","1.0","0"
"1000791505226","CK2-20660092","Beige","Large","55.0","60.0","62.0","62.0","55.0","61.0","53.0","40.0","45.0","39.0","21.0","21.0","10.0","6.0","8.0","9.0","1.0","1.0","0","0"
"1000791722210","CK2-20660094","Camel","Medium","29.0","33.0","32.0","31.0","36.0","37.0","40.0","19.0","17.0","23.0","24.0","25.0","27.0","20.0","16.0","22.0","23.0","42.0","1.0","25.0"
"1000791714215","CK2-20660094","Taupe","Medium","44.0","34.0","27.0","27.0","32.0","37.0","25.0","30.0","31.0","25.0","25.0","11.0","19.0","25.0","19.0","8.0","20.0","41.0","0","18.0"
"1000791735210","CK2-20660094","Nude","Medium","62.0","60.0","70.0","70.0","48.0","70.0","65.0","64.0","67.0","58.0","45.0","37.0","33.0","42.0","36.0","29.0","39.0","53.0","0","17.0"
"1000796701203","CK2-50660095","Black","Small","40.0","56.0","35.0","41.0","31.0","26.0","34.0","35.0","21.0","24.0","21.0","6.0","7.0","8.0","6.0","6.0","1.0","3.0","1.0","0"
